File Name,125 Hz,250 Hz,500 Hz,1000 Hz,2000 Hz,4000 Hz,8000 Hz
stipa_Californian Tall Ship Deck 4_ambient noise_SNR0dB.wav,0.5392972339312349,0.8886865012513187,1.0,0.9382061666098274,0.5043195664904172,1.0,1.0
stipa_Californian Tall Ship Deck 4_ambient noise_SNR10dB.wav,0.8738723569268474,1.0,1.0,0.9609626309589401,0.5099159195169104,1.0,1.0
stipa_Californian Tall Ship Deck 4_ambient noise_SNR15dB.wav,0.9050092997569438,1.0,1.0,0.9627895234166208,0.5109370305890918,1.0,1.0
stipa_Californian Tall Ship Deck 4_ambient noise_SNR20dB.wav,0.9177935230610244,1.0,1.0,0.9632800118636311,0.5115077069984393,1.0,1.0
stipa_Californian Tall Ship Deck 4_ambient noise_SNR5dB.wav,0.8155767558484702,1.0,1.0,0.955008104924012,0.5080135174963504,1.0,1.0
stipa_Cliff of the Dawn Cancun Quintana Roo 5_ambient noise_SNR0dB.wav,0.5882835329992814,1.0,1.0,0.8492312575615049,0.5025195113396794,0.945236245019635,0.8817385222006404
stipa_Cliff of the Dawn Cancun Quintana Roo 5_ambient noise_SNR10dB.wav,0.865803802077187,1.0,1.0,0.8751984801676482,0.5573581036208985,1.0,0.8998797464823572
stipa_Cliff of the Dawn Cancun Quintana Roo 5_ambient noise_SNR15dB.wav,0.8908696834968075,1.0,1.0,0.8771858972202498,0.5587956563013209,1.0,0.901296530489125
stipa_Cliff of the Dawn Cancun Quintana Roo 5_ambient noise_SNR20dB.wav,0.9016686682892316,1.0,1.0,0.8776516774861347,0.5594449576154082,1.0,0.9016785277409478
stipa_Cliff of the Dawn Cancun Quintana Roo 5_ambient noise_SNR5dB.wav,0.8197014703143551,1.0,1.0,0.8684009889561954,0.5538409515976228,1.0,0.8952391979118476
stipa_JFK Underpass Golden Gate Park San Francisco California 3_ambient noise_SNR0dB.wav,0.29254966049503384,0.532277918543479,0.7859394460907392,0.458896863374813,0.37598544818895474,0.624210032651447,0.8156194986726238
stipa_JFK Underpass Golden Gate Park San Francisco California 3_ambient noise_SNR10dB.wav,0.4005529998603647,0.5533738106947657,0.7877912543201666,0.4710282176701436,0.4257075748477528,0.800146608879535,0.8230711022510204
stipa_JFK Underpass Golden Gate Park San Francisco California 3_ambient noise_SNR15dB.wav,0.4154637212668108,0.5560853179896188,0.787729651959274,0.471972712360048,0.43188806193612916,0.8036515305819574,0.8236596717684694
stipa_JFK Underpass Golden Gate Park San Francisco California 3_ambient noise_SNR20dB.wav,0.4216858224094019,0.5573426805775051,0.7876293614296135,0.4722635881150474,0.4341727560538897,0.8048883221921765,0.8238452042521581
stipa_JFK Underpass Golden Gate Park San Francisco California 3_ambient noise_SNR5dB.wav,0.3653496479173861,0.5471446913085809,0.7875321748140638,0.46803847735235665,0.4099403846370393,0.7358418350408671,0.8212178638395722
stipa_Meadowbrook Tunnel Storm Drain Poway California 2_ambient noise_SNR0dB.wav,0.27472934743303573,0.6946691652184237,0.6304469016714371,0.5394577065864509,0.43806484474739726,0.8355912644838044,0.7712332220981464
stipa_Meadowbrook Tunnel Storm Drain Poway California 2_ambient noise_SNR10dB.wav,0.37567665164518754,0.7268628771662965,0.7207571664092887,0.5489845520832455,0.47794942488173914,0.8552453037715663,0.7748251414431895
stipa_Meadowbrook Tunnel Storm Drain Poway California 2_ambient noise_SNR15dB.wav,0.3831723324713493,0.7306632241144346,0.7316340927613103,0.5496160402501504,0.48122970558871553,0.857172839877284,0.7750792028607225
stipa_Meadowbrook Tunnel Storm Drain Poway California 2_ambient noise_SNR20dB.wav,0.3828547799806404,0.7322135211197787,0.7315551123214883,0.5497660615033073,0.4818161710112522,0.8578595251697354,0.7751427979180275
stipa_Meadowbrook Tunnel Storm Drain Poway California 2_ambient noise_SNR5dB.wav,0.34523132015917235,0.717323234871251,0.6901464704322241,0.5467383367054177,0.4665777040251978,0.849864854468396,0.7739678379592005
stipa_St Paul's Cathedral San Diego California 1_ambient noise_SNR0dB.wav,0.4128557923486548,0.3430343658181389,0.642533276971021,0.17990646967638407,0.23881021925597928,0.48839784850216417,0.3997716797603834
stipa_St Paul's Cathedral San Diego California 1_ambient noise_SNR10dB.wav,0.48672240561224717,0.3694438726190208,0.638907298477438,0.182612117223346,0.24852818324143774,0.5034972183803801,0.40217243836420025
stipa_St Paul's Cathedral San Diego California 1_ambient noise_SNR15dB.wav,0.49432127589731445,0.3733785335484796,0.6375362741380283,0.1827171433292025,0.24942404198708976,0.504686939573434,0.4023139753704039
stipa_St Paul's Cathedral San Diego California 1_ambient noise_SNR20dB.wav,0.49679957984706513,0.3753665585788991,0.6366691059424092,0.18270899865725881,0.2497510958957217,0.5050426827996304,0.40234294098018764
stipa_St Paul's Cathedral San Diego California 1_ambient noise_SNR5dB.wav,0.46509827826325983,0.3612232936915788,0.6408050102702236,0.18204809179962786,0.24598994928627987,0.4997224037832453,0.40164078904092876
